Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
1941:8:16:0 0.658597 0.640629 -0.285212 0.480888
1941:9:16:0 0.633846 0.611729 -0.313876 0.484919
1941:10:16:0 0.840634 0.838091 -0.192677 0.517927
1941:11:16:0 0.967293 1.17772 -0.147489 0.452179
1941:12:16:0 0.994246 1.34396 0.104875 0.26983
1942:1:16:0 0.657319 0.65216 0.0423658 0.310056
1942:2:16:0 0.505121 0.14606 -0.125772 0.494977
1942:3:16:0 0.203854 -0.095559 -0.239404 0.371335
1942:4:16:0 0.539821 -0.371832 -0.0512212 0.751348
1942:5:16:0 0.0662864 -0.171843 0.0910723 0.106672
1942:6:16:0 -0.0481017 -0.690355 -0.0863362 0.340244
1942:7:16:0 -0.0289438 -0.919656 -0.0688942 0.465331
1942:8:16:0 -0.249013 -1.07741 0.00102385 0.289181
1942:9:16:0 -0.386597 -0.862354 0.141086 -0.0259632
1942:10:16:0 -0.478334 -0.872362 0.0337833 -0.0590451
1942:11:16:0 -0.567506 -0.866584 -0.104387 -0.0820202
1942:12:16:0 -0.644735 -0.503108 0.0514023 -0.418882
1943:1:16:0 -0.835066 -0.115017 0.0829205 -0.819018
1943:2:16:0 -0.616413 -0.146781 0.105339 -0.595692
1943:3:16:0 -0.457907 -0.34667 -0.034625 -0.26726
1943:4:16:0 -0.281612 0.135243 0.000565254 -0.349516
1943:5:16:0 -0.0691911 0.332399 0.00925119 -0.240016
1943:6:16:0 0.0236841 0.234874 -0.12363 -0.0319382
1943:7:16:0 0.11691 0.379087 -0.310738 0.0827357
1943:8:16:0 0.176558 0.20421 -0.450237 0.299571
1943:9:16:0 0.0205138 -0.187936 -0.0934624 0.161213
1943:10:16:0 -0.195207 0.309219 0.158722 -0.429178
1943:11:16:0 -0.21895 -0.139866 0.220924 -0.25948
1943:12:16:0 -0.195579 -0.0914286 0.311977 -0.305853
1944:1:16:0 -0.151123 -0.343179 0.215806 -0.0874364
1944:2:16:0 -0.0462636 0.0304164 0.117024 -0.119984
1944:3:16:0 0.0757859 0.161919 -0.124015 0.0568336
1944:4:16:0 0.129199 0.378979 -0.0460217 -0.037279
1944:5:16:0 0.276646 0.167142 0.091389 0.147381
1944:6:16:0 0.179006 0.40822 0.106894 -0.078551
1944:7:16:0 0.330496 0.372123 0.321709 -0.0164198
1944:8:16:0 0.166629 0.249473 0.24246 -0.0793367
1944:9:16:0 0.0944866 0.302476 0.459443 -0.286473
1944:10:16:0 0.138744 -0.0901922 0.159158 0.104261
1944:11:16:0 0.164315 -0.372808 0.343117 0.17916
1944:12:16:0 0.115972 -0.42633 0.508639 0.0748176
1945:1:16:0 -0.0604486 -0.329481 0.53733 -0.164373
1945:2:16:0 -0.128908 0.433318 0.803745 -0.747439
1945:3:16:0 -0.411795 -0.270604 0.449127 -0.501056
1945:4:16:0 -0.48252 0.100467 0.389444 -0.727476
1945:5:16:0 -0.385129 0.554915 0.44402 -0.884596
1945:6:16:0 -0.412334 0.190695 0.348434 -0.681899
1945:7:16:0 -0.273973 0.257856 0.337066 -0.571435
1945:8:16:0 -0.371239 0.316286 0.404967 -0.731865
1945:9:16:0 -0.244549 0.593339 0.0486934 -0.565565
1945:10:16:0 -0.24029 0.539708 0.0174476 -0.518868
1945:11:16:0 -0.0560523 0.584706 0.26369 -0.480251
1945:12:16:0 -0.187833 0.0837632 0.253411 -0.35642
1946:1:16:0 -0.0893732 -0.429735 0.177095 0.0369467
1946:2:16:0 -0.019252 -0.657506 0.487981 0.06551
1946:3:16:0 -0.0922777 -0.569908 0.348107 0.0186231
1946:4:16:0 -0.114163 -0.260596 0.0322321 1.91405e-05
1946:5:16:0 0.0722238 -0.230979 -0.106108 0.240767
1946:6:16:0 0.440991 -0.649897 -0.553309 1.04259
1946:7:16:0 0.219634 -0.359415 -0.476933 0.637808
1946:8:16:0 0.0682751 -0.560213 -0.240034 0.468399
1946:9:16:0 0.284133 0.180688 -0.463906 0.425742
1946:10:16:0 0.159519 -0.280526 -0.31573 0.457646
1946:11:16:0 0.205661 -0.376831 -0.184459 0.486306
1946:12:16:0 0.56147 -0.160331 -0.3111 0.797185
1947:1:16:0 0.38146 0.116834 -0.326508 0.486297
1947:2:16:0 0.0739537 -0.155849 -0.301181 0.302469
1947:3:16:0 0.411928 0.205358 -0.303776 0.461138
1947:4:16:0 0.0116408 -0.0438976 -0.421286 0.244233
1947:5:16:0 -0.0435775 -0.182873 -0.0544259 0.0750719
1947:6:16:0 0.512409 -0.358421 0.116869 0.633185
1947:7:16:0 -0.13171 -0.404578 -0.164112 0.152635
1947:8:16:0 -0.108111 -0.392909 -0.100184 0.138436
1947:9:16:0 -0.441819 -0.254624 -0.0988448 -0.265084
1947:10:16:0 -0.493966 -0.170707 -0.00895277 -0.404136
1947:11:16:0 -0.554637 0.0397635 -0.305957 -0.421541
1947:12:16:0 0.0990686 0.00842336 -0.41589 0.302802
1948:1:16:0 0.124223 -0.0510558 -0.30224 0.300871
1948:2:16:0 -0.169031 0.333776 -0.137256 -0.267291
1948:3:16:0 0.275588 0.411099 -0.181033 0.160555
1948:4:16:0 0.132764 -0.00100373 -0.227124 0.246828
1948:5:16:0 0.412557 0.00788793 -0.372427 0.594826
1948:6:16:0 0.474315 -0.300722 -0.426608 0.83798
1948:7:16:0 0.0471327 -0.555312 -0.301031 0.475304
1948:8:16:0 -0.0574791 -0.108338 -0.244363 0.118871
1948:9:16:0 -0.060132 -0.50346 -0.314718 0.348957
1948:10:16:0 -0.190812 -0.385776 -0.202589 0.10337
1948:11:16:0 -0.069905 -0.0116012 -0.370757 0.121274
1948:12:16:0 -0.0370496 -0.337338 -0.318098 0.290668
1949:1:16:0 -0.00357565 -0.457054 -0.321632 0.385768
1949:2:16:0 0.390946 0.0340855 -0.407716 0.577761
1949:3:16:0 -0.225249 0.248254 -0.365535 -0.166608
1949:4:16:0 0.0889689 0.341153 -0.288341 0.0625632
1949:5:16:0 -0.0431201 0.0540688 -0.435156 0.147424
1949:6:16:0 -0.25711 -0.101436 -0.42678 0.00699717
1949:7:16:0 -0.0542857 -0.672148 -0.316725 0.44015
1949:8:16:0 -0.0267922 -0.549841 -0.32511 0.410683
1949:9:16:0 -0.546087 -0.738622 -0.226229 -0.0636618
1949:10:16:0 -0.425564 -1.0897 -0.119332 0.178953
1949:11:16:0 -0.925256 -1.01478 -0.10967 -0.363033
1949:12:16:0 -0.622468 -0.664918 -0.0696234 -0.255198
1950:1:16:0 -0.449489 -0.957049 -0.287786 0.172929
1950:2:16:0 -0.867424 -1.06914 0.0129344 -0.33932
1950:3:16:0 -0.760606 -0.54573 0.093242 -0.534362
1950:4:16:0 -0.57266 -0.783044 0.00585692 -0.184067
1950:5:16:0 -0.666082 -0.712234 -0.15596 -0.231985
1950:6:16:0 -0.453693 -0.832303 0.0216491 -0.0483664
1950:7:16:0 -0.726173 -0.917926 -0.00611628 -0.264151
1950:8:16:0 -0.664399 -0.296159 -0.0932469 -0.469696
1950:9:16:0 -0.661268 -0.810073 -0.0624379 -0.225012
1950:10:16:0 -0.752103 -0.741914 -0.164733 -0.29878
1950:11:16:0 -0.990374 -1.19519 0.0125883 -0.399073
1950:12:16:0 -0.575284 -0.718981 -0.312058 -0.0597641
1951:1:16:0 -0.90631 -0.116141 -0.218453 -0.739013
1951:2:16:0 -0.713664 -0.291612 -0.246686 -0.444514
1951:3:16:0 -0.601324 -0.327512 -0.352866 -0.261135
1951:4:16:0 -0.374381 0.0158951 -0.302054 -0.231302
1951:5:16:0 -0.0861187 0.224888 -0.328488 -0.0343185
1951:6:16:0 -0.13401 0.696717 -0.120164 -0.422287
1951:7:16:0 0.197042 1.3249 -0.224988 -0.352914
1951:8:16:0 0.317286 1.01243 -0.36978 -0.00403765
1951:9:16:0 0.301106 0.836372 -0.188404 -0.0228774
1951:10:16:0 0.334192 0.926101 -0.194034 -0.031841
1951:11:16:0 0.448665 1.05299 -0.344406 0.094372
1951:12:16:0 0.375633 0.640124 -0.169501 0.140322
1952:1:16:0 0.357918 0.454592 -0.128607 0.194925
1952:2:16:0 0.185111 0.335199 0.0882111 -0.0265938
1952:3:16:0 0.0532683 0.403856 -0.0696842 -0.113818
1952:4:16:0 0.414795 0.0477041 -0.169539 0.475712
1952:5:16:0 0.159421 -0.0381092 -0.128504 0.242728
1952:6:16:0 -0.0512207 -0.11135 -0.0222914 0.0156
1952:7:16:0 -0.167363 -0.494756 -0.060889 0.11046
1952:8:16:0 -0.10701 -0.22403 -0.0710676 0.040539
1952:9:16:0 0.201648 -0.356753 -0.0509828 0.405516
1952:10:16:0 0.104859 -0.189538 0.0804435 0.159407
1952:11:16:0 -0.105188 -0.409142 -0.0278701 0.113318
1952:12:16:0 -0.0784246 -0.195248 -0.126167 0.0822825
1953:1:16:0 0.372059 0.0499515 -0.271985 0.483075
1953:2:16:0 0.0782831 0.441871 0.00405688 -0.144681
1953:3:16:0 0.262812 0.510468 -0.0907435 0.0529491
1953:4:16:0 0.443766 0.737211 -0.245174 0.197747
1953:5:16:0 0.235741 0.781455 -0.193252 -0.0583606
1953:6:16:0 0.269285 0.621653 -0.359763 0.13834
1953:7:16:0 0.271921 0.450299 -0.232697 0.16312
1953:8:16:0 0.164524 0.488001 -0.209975 0.0255108
1953:9:16:0 0.392926 0.626245 -0.286229 0.222919
1953:10:16:0 0.123173 0.178117 -0.17257 0.1204
1953:11:16:0 0.23664 0.149246 -0.222313 0.273173
1953:12:16:0 0.0356543 0.171291 -0.0962445 -0.001869
1954:1:16:0 0.349314 -0.575765 -0.0819707 0.678182
1954:2:16:0 0.142696 -0.25245 -0.150351 0.344096
1954:3:16:0 0.151505 -0.218021 -0.204903 0.362967
1954:4:16:0 0.136585 -1.40712 -0.163793 0.922041
1954:5:16:0 -0.0336389 -1.41347 -0.225394 0.785796
1954:6:16:0 -0.246839 -1.15095 -0.0175378 0.337406
1954:7:16:0 -0.411579 -1.22392 -0.0660613 0.233412
1954:8:16:0 -0.399872 -0.894025 0.0342418 0.0300194
1954:9:16:0 -0.45389 -1.12932 -0.260842 0.241192
1954:10:16:0 -0.394998 -1.25561 -0.0860231 0.275816
1954:11:16:0 -0.626122 -0.950137 -0.124352 -0.0888782
1954:12:16:0 -0.418179 -1.11389 -0.351795 0.314663
1955:1:16:0 -0.423929 -0.41864 -0.0440455 -0.192586
1955:2:16:0 -0.749163 -0.666875 -0.0194527 -0.405999
1955:3:16:0 -0.517962 -0.548104 -0.106713 -0.190554
1955:4:16:0 -0.767738 -0.659857 -0.259161 -0.308229
1955:5:16:0 -0.648576 -1.17849 -0.225439 0.0533895
1955:6:16:0 -0.506628 -1.16152 -0.13716 0.142714
1955:7:16:0 -0.711448 -0.779492 0.0862168 -0.364811
1955:8:16:0 -0.540972 -0.686731 0.144265 -0.269739
1955:9:16:0 -0.671938 -1.0665 0.136217 -0.206797
1955:10:16:0 -1.11638 -1.5159 0.0657182 -0.391288
1955:11:16:0 -0.972075 -1.44429 -0.00184821 -0.249006
1955:12:16:0 -0.937683 -1.17534 -0.150627 -0.2747
1956:1:16:0 -0.786234 -0.948826 -0.198305 -0.212669
1956:2:16:0 -0.769504 -0.584401 -0.145883 -0.404363
1956:3:16:0 -0.692518 -0.18374 -0.178546 -0.511375
1956:4:16:0 -0.538355 -0.500844 -0.229878 -0.172993
1956:5:16:0 -0.501299 -0.742987 -0.291167 0.0157778
1956:6:16:0 -0.728228 -0.597082 -0.28949 -0.284942
1956:7:16:0 -0.712649 -0.291839 0.110877 -0.622168
1956:8:16:0 -0.525104 -0.50834 0.122889 -0.332379
1956:9:16:0 -0.657995 -0.561357 -0.241123 -0.256755
1956:10:16:0 -0.562132 -0.580991 0.0138864 -0.278579
1956:11:16:0 -0.504222 -0.706423 -0.0691133 -0.116454
1956:12:16:0 -0.220629 -0.635756 0.0638155 0.065341
1957:1:16:0 -0.0309772 -0.695795 -0.0588006 0.34632
1957:2:16:0 0.0349981 0.132552 -0.0619372 -0.000309445
1957:3:16:0 0.0230885 0.769167 -0.0461038 -0.338443
1957:4:16:0 0.315998 0.748733 -0.196746 0.0400043
1957:5:16:0 0.427545 1.22096 -0.0109674 -0.17745
1957:6:16:0 0.159633 1.30043 -0.157019 -0.41207
1957:7:16:0 0.30578 1.54612 -0.0618071 -0.436376
1957:8:16:0 0.385071 1.14446 -0.132981 -0.120668
1957:9:16:0 0.450691 1.05275 -0.441544 0.145089
1957:10:16:0 0.543542 0.958858 -0.369442 0.248834
1957:11:16:0 0.649494 0.957441 -0.389034 0.36529
1957:12:16:0 0.682508 0.917249 -0.211914 0.32984
1958:1:16:0 1.0606 0.609133 -0.206428 0.859245
1958:2:16:0 1.02593 0.593087 -0.270641 0.864711
1958:3:16:0 0.871605 0.476078 -0.122012 0.694572
1958:4:16:0 0.477962 0.738793 -0.28867 0.2529
1958:5:16:0 0.563319 0.45663 -0.352641 0.511324
1958:6:16:0 0.415244 0.519654 -0.396746 0.35379
1958:7:16:0 0.254758 0.519168 -0.0734438 0.0318962
1958:8:16:0 0.423678 0.164877 0.087044 0.297718
1958:9:16:0 0.0801041 0.139258 -0.0388149 0.0298825
1958:10:16:0 0.264375 0.0337155 -0.0761845 0.285609
1958:11:16:0 0.327996 0.0654997 -0.243472 0.416982
1958:12:16:0 0.423411 -0.0338578 -0.122651 0.501665
1959:1:16:0 0.418353 -0.160034 -0.286699 0.64172
1959:2:16:0 0.348372 -0.142662 -0.156406 0.497906
1959:3:16:0 0.231964 0.291706 -0.22441 0.198315
1959:4:16:0 0.305396 0.269229 -0.359084 0.350324
1959:5:16:0 0.291265 0.147993 -0.329599 0.382068
1959:6:16:0 -0.0176035 -0.0683986 -0.220878 0.127035
1959:7:16:0 0.0480346 -0.0856197 -0.115346 0.148517
1959:8:16:0 0.0961097 -0.297549 -0.0987946 0.294282
1959:9:16:0 0.0474124 -0.0255211 -0.17286 0.146603
1959:10:16:0 0.144887 0.104791 -0.301135 0.243059
1959:11:16:0 -0.0917532 0.0150895 -0.188319 -0.00513828
1959:12:16:0 -0.0855048 -0.0435554 -0.16622 0.0193827
1960:1:16:0 -0.20642 0.0744707 0.0653465 -0.276329
1960:2:16:0 -0.276602 -0.00452363 0.0267126 -0.287697
1960:3:16:0 -0.189011 0.146067 0.116283 -0.320187
1960:4:16:0 0.0462148 -0.245006 0.0424959 0.14747
1960:5:16:0 0.0535013 -0.0773668 0.135933 0.0242184
1960:6:16:0 -0.11176 -0.285704 -0.091006 0.0765954
1960:7:16:0 -0.0661093 -0.164459 0.151014 -0.0593866
1960:8:16:0 -0.0372312 -0.0736438 -0.0409115 0.0200465
1960:9:16:0 0.0787238 0.112444 0.0901065 -0.0225517
1960:10:16:0 0.0519809 -0.461343 -0.0743066 0.319806
1960:11:16:0 -0.0192973 -0.650838 0.119003 0.24662
1960:12:16:0 0.273014 -0.206838 -0.119299 0.436083
1961:1:16:0 0.00752293 -0.0336774 -0.262212 0.155467
1961:2:16:0 0.0518654 0.38628 0.166701 -0.224625
1961:3:16:0 -0.0761958 0.0902382 -0.01166 -0.115485
1961:4:16:0 -0.126975 0.119039 0.122941 -0.247965
1961:5:16:0 -0.0540364 -0.138577 -0.0771386 0.0538215
1961:6:16:0 0.00268318 -0.116623 -0.187708 0.154849
1961:7:16:0 -0.102313 -0.633209 -0.301812 0.365198
1961:8:16:0 -0.103404 -0.340769 -0.211916 0.172939
1961:9:16:0 -0.108569 -0.652829 -0.375911 0.405801
1961:10:16:0 -0.303393 -0.526812 -0.360498 0.140262
1961:11:16:0 -0.173788 -0.24355 -0.297873 0.0969238
1961:12:16:0 -0.330596 -0.235464 -0.146684 -0.139522
1962:1:16:0 -0.331346 -0.24907 -0.0223321 -0.195645
1962:2:16:0 -0.1648 -0.172062 -0.273095 0.0577787
1962:3:16:0 -0.192967 -0.722268 -0.0737116 0.205023
1962:4:16:0 -0.101835 -1.00541 -0.207158 0.50445
1962:5:16:0 -0.281406 -0.513027 -0.190234 0.0702248
1962:6:16:0 -0.0552139 -0.637839 -0.14306 0.335235
1962:7:16:0 -0.120358 -0.392068 0.0166686 0.067342
1962:8:16:0 -0.120892 -0.132714 -0.112704 0.00181736
1962:9:16:0 -0.247158 -0.307803 -0.142415 -0.0220485
1962:10:16:0 -0.264731 -0.56465 -0.0524818 0.0438352
1962:11:16:0 -0.158864 -0.467738 -0.194607 0.172308
1962:12:16:0 -0.287991 -0.691824 -0.206478 0.16116
1963:1:16:0 -0.190093 -0.120183 -0.144744 -0.0576292
1963:2:16:0 -0.046002 -0.257399 -0.281759 0.223577
1963:3:16:0 0.00427563 0.139189 -0.144513 0.00693771
1963:4:16:0 0.0826911 -0.10035 -0.176268 0.221
1963:5:16:0 -0.00775105 0.194286 -0.0452917 -0.0822481
1963:6:16:0 -0.0726423 0.156269 -0.230949 -0.0353023
1963:7:16:0 0.255962 0.43561 -0.330923 0.203619
1963:8:16:0 0.456946 0.516871 -0.163413 0.280216
1963:9:16:0 0.362887 0.530314 -0.292887 0.244173
1963:10:16:0 0.513726 0.414866 -0.361475 0.487031
1963:11:16:0 0.513225 0.273182 -0.252409 0.502838
1963:12:16:0 0.481967 0.301053 0.057066 0.302907
1964:1:16:0 0.399817 -0.133577 0.00907851 0.462066
1964:2:16:0 0.350952 -0.552717 -0.0829403 0.66878
1964:3:16:0 -0.0691781 -0.542353 -0.0841733 0.244085
1964:4:16:0 -0.0488673 -0.843304 -0.0272979 0.386434
1964:5:16:0 -0.18324 -1.4592 0.0556051 0.518558
1964:6:16:0 -0.339403 -0.99575 0.140903 0.0880206
1964:7:16:0 -0.375163 -0.804298 0.153749 -0.0498887
1964:8:16:0 -0.561854 -1.01028 0.0234142 -0.0684224
1964:9:16:0 -0.787317 -0.45225 0.147532 -0.634958
1964:10:16:0 -0.816666 -0.779316 0.270587 -0.562302
1964:11:16:0 -0.847189 -0.474015 0.0626418 -0.641503
1964:12:16:0 -0.775055 -0.629375 -0.131943 -0.394396
1965:1:16:0 -0.357117 -0.303544 -0.290485 -0.0601024
1965:2:16:0 -0.327883 0.0144826 -0.169282 -0.250484
1965:3:16:0 -0.348998 0.377137 -0.279907 -0.397613
1965:4:16:0 -0.153789 0.801525 -0.197316 -0.455893
1965:5:16:0 -0.0366746 1.18794 -0.177944 -0.541674
1965:6:16:0 0.0891579 1.14038 -0.367314 -0.297373
1965:7:16:0 0.261075 1.06676 -0.847865 0.151628
1965:8:16:0 0.485505 1.13234 -0.531346 0.185007
1965:9:16:0 0.536744 0.886936 -0.493119 0.339835
1965:10:16:0 0.77089 0.760829 -0.468877 0.624915
1965:11:16:0 0.767574 0.8603 -0.444957 0.559903
1965:12:16:0 0.672353 0.893467 -0.549887 0.500562
1966:1:16:0 0.617165 0.701601 -0.381286 0.457007
1966:2:16:0 0.49833 0.157381 -0.344033 0.591657
1966:3:16:0 0.790701 -0.525716 -0.357439 1.23228
1966:4:16:0 0.463591 -0.59292 -0.27511 0.897606
1966:5:16:0 0.370355 -0.668708 -0.386758 0.898088
1966:6:16:0 0.413303 -0.582527 -0.270224 0.839678
1966:7:16:0 0.565198 -0.248675 -0.189877 0.784474
1966:8:16:0 0.427039 -0.251956 -0.0673917 0.586712
1966:9:16:0 0.425788 -0.437063 -0.156295 0.722467
1966:10:16:0 0.278702 -0.354765 -0.134287 0.523228
1966:11:16:0 0.179059 -0.478048 -0.0684014 0.452284
1966:12:16:0 0.114101 -0.554232 -0.090131 0.436283
1967:1:16:0 -0.300661 -0.456908 -0.26726 0.0614228
1967:2:16:0 -0.346492 -0.213428 -0.427193 -0.0261819
1967:3:16:0 -0.128215 -0.368615 -0.377595 0.244891
1967:4:16:0 0.0263548 -0.283206 -0.351371 0.343643
1967:5:16:0 0.144438 -0.39016 -0.326845 0.502941
1967:6:16:0 0.116706 -0.193836 -0.228323 0.327785
1967:7:16:0 0.111689 -0.493523 -0.416832 0.566867
1967:8:16:0 -0.0547963 -0.885686 -0.320321 0.548207
1967:9:16:0 -0.118286 -0.964011 -0.296625 0.512032
1967:10:16:0 -0.00586639 -1.17191 -0.414427 0.7873
1967:11:16:0 0.0214355 -1.02837 -0.552317 0.811777
1967:12:16:0 -0.0172668 -1.03688 -0.47912 0.740732
1968:1:16:0 -0.104613 -0.937489 -0.39648 0.562372
1968:2:16:0 -0.00920052 -0.734088 -0.550452 0.63307
1968:3:16:0 -0.279097 -0.772377 -0.305491 0.259838
1968:4:16:0 -0.173224 -0.733021 -0.0676017 0.227088
1968:5:16:0 -0.0881767 -0.932237 0.194527 0.280678
1968:6:16:0 0.285259 -0.540482 0.444986 0.333007
1968:7:16:0 0.197792 -0.123553 0.483615 0.0177609
1968:8:16:0 0.235586 0.178799 0.252034 0.0201692
1968:9:16:0 0.0810551 0.436667 0.104337 -0.189447
1968:10:16:0 0.410566 0.197598 0.0231079 0.300213
1968:11:16:0 0.650703 0.147671 -0.185775 0.669755
1968:12:16:0 0.588645 0.466262 -0.190746 0.450887
1969:1:16:0 1.00425 0.155983 -0.301176 1.07684
1969:2:16:0 1.10959 -0.00530401 -0.282398 1.25344
1969:3:16:0 0.739701 0.499788 -0.108334 0.543975
1969:4:16:0 0.568698 0.792046 0.0885021 0.128424
1969:5:16:0 0.456882 1.12463 0.0597112 -0.135291
1969:6:16:0 0.245146 0.960859 0.211922 -0.341244
1969:7:16:0 0.236671 0.513835 0.0733979 -0.056946
1969:8:16:0 0.483162 0.410765 -0.0374293 0.296494
1969:9:16:0 0.546266 0.526461 0.103479 0.231296
1969:10:16:0 0.537981 0.948472 0.141072 -0.00679159
1969:11:16:0 0.601047 0.794534 0.022411 0.192575
1969:12:16:0 0.5732 0.832537 0.21153 0.051167
1970:1:16:0 0.523402 0.68024 0.378738 -0.00608647
1970:2:16:0 0.42984 0.00631174 0.173129 0.34012
1970:3:16:0 0.301689 -0.243932 0.305548 0.270881
1970:4:16:0 0.255127 -0.214416 0.150544 0.287062
1970:5:16:0 0.328038 -0.590474 0.191744 0.527404
1970:6:16:0 0.108062 -0.898757 0.172914 0.470983
1970:7:16:0 -0.104471 -1.47935 0.20091 0.534747
1970:8:16:0 -0.260861 -1.19057 0.154746 0.257054
1970:9:16:0 -0.300387 -0.909176 0.276769 0.0158162
1970:10:16:0 -0.425487 -0.648141 0.416768 -0.309801
1970:11:16:0 -0.403492 -0.843914 0.429214 -0.196142
1970:12:16:0 -0.803373 -0.846022 0.291457 -0.52609
1971:1:16:0 -0.985988 -0.859536 0.177682 -0.645061
1971:2:16:0 -0.825379 -1.18763 0.0799444 -0.271538
1971:3:16:0 -0.873028 -0.85403 0.0721684 -0.482097
1971:4:16:0 -0.628264 -0.355632 -0.138051 -0.381423
1971:5:16:0 -0.493101 -0.701882 -0.0775658 -0.103377
1971:6:16:0 -0.5607 -0.843475 -0.22788 -0.0250219
1971:7:16:0 -0.558278 -0.570006 -0.210687 -0.167932
1971:8:16:0 -0.620996 -0.815698 0.0180279 -0.222161
1971:9:16:0 -0.751918 -0.721654 0.289955 -0.536069
1971:10:16:0 -0.478587 -0.852092 0.145274 -0.125178
1971:11:16:0 -0.467778 -0.802285 0.143566 -0.138419
1971:12:16:0 -0.433064 -0.75253 0.0344894 -0.0740439
1972:1:16:0 -0.255668 -0.0380745 0.173505 -0.323383
1972:2:16:0 -0.0170917 0.238646 0.150881 -0.211855
1972:3:16:0 -0.0282984 0.329639 -0.134559 -0.125838
1972:4:16:0 0.307141 0.629677 -0.223645 0.104125
1972:5:16:0 0.454979 0.745187 -0.264219 0.214495
1972:6:16:0 0.438522 1.26592 -0.337056 -0.0259111
1972:7:16:0 0.451498 1.71986 -0.403538 -0.206664
1972:8:16:0 0.445435 2.06264 -0.398656 -0.386558
1972:9:16:0 0.437041 1.52821 -0.357633 -0.148246
1972:10:16:0 0.849634 1.47027 -0.201095 0.215046
1972:11:16:0 0.704995 1.5434 -0.243493 0.0550421
1972:12:16:0 0.87498 1.79294 -0.111453 0.034239
1973:1:16:0 0.85123 1.25435 -0.164946 0.306528
1973:2:16:0 0.573741 0.395131 -0.0707607 0.411556
1973:3:16:0 0.453877 0.0434882 -0.15165 0.507958
1973:4:16:0 0.101316 -0.407666 0.0457077 0.282296
1973:5:16:0 0.0343045 -0.556335 0.113082 0.255931
1973:6:16:0 -0.283282 -0.634179 0.277913 -0.10515
1973:7:16:0 -0.413796 -0.78378 0.308174 -0.175993
1973:8:16:0 -0.62862 -0.896379 0.471496 -0.416178
1973:9:16:0 -0.83603 -0.839491 0.369153 -0.600861
1973:10:16:0 -0.951726 -0.724043 0.28565 -0.732529
1973:11:16:0 -1.14592 -0.669515 0.292732 -0.957529
1973:12:16:0 -1.42075 -0.71322 0.230495 -1.17939
1974:1:16:0 -1.31542 -0.737153 0.00924087 -0.951468
1974:2:16:0 -0.990114 -0.588826 -0.118765 -0.636319
1974:3:16:0 -0.95755 -0.215116 -0.328037 -0.685974
1974:4:16:0 -0.716555 -0.118787 -0.397116 -0.458603
1974:5:16:0 -0.636946 0.0704219 -0.22533 -0.559493
1974:6:16:0 -0.613629 -0.0334802 -0.231499 -0.48114
1974:7:16:0 -0.667045 -0.10628 -0.0584509 -0.584679
1974:8:16:0 -0.448543 -0.00377305 -0.0135836 -0.439865
1974:9:16:0 -0.575807 -0.442621 0.22735 -0.468172
1974:10:16:0 -0.633439 -0.718996 0.139743 -0.343812
1974:11:16:0 -0.688356 -0.523993 -0.127784 -0.362468
1974:12:16:0 -0.681857 -0.708001 -0.224121 -0.215796
1975:1:16:0 -0.489237 -0.704685 -0.169577 -0.0521063
1975:2:16:0 -0.28545 -0.625904 -0.176188 0.115596
1975:3:16:0 -0.505977 -0.157414 -0.115655 -0.369443
1975:4:16:0 -0.555743 -0.0529529 0.0267652 -0.542649
1975:5:16:0 -0.7059 -0.473252 0.0631191 -0.500834
1975:6:16:0 -0.75835 -0.726553 -0.0816899 -0.354229
1975:7:16:0 -0.971539 -0.374833 0.073705 -0.820975
1975:8:16:0 -1.1169 -0.370366 0.184868 -1.02416
1975:9:16:0 -1.37047 -0.811173 0.413452 -1.17161
1975:10:16:0 -1.46656 -0.942045 0.203771 -1.09743
1975:11:16:0 -1.41803 -1.13127 0.183366 -0.944075
1975:12:16:0 -1.43602 -1.18343 -0.0453506 -0.821624
1976:1:16:0 -1.19827 -0.81743 0.0594091 -0.819265
1976:2:16:0 -0.852296 -0.437795 -0.117732 -0.574533
1976:3:16:0 -0.526758 -0.271437 -0.268927 -0.256576
1976:4:16:0 -0.433411 0.104464 -0.333495 -0.318895
1976:5:16:0 -0.472731 0.380181 -0.451329 -0.437157
1976:6:16:0 -0.263538 0.94073 -0.475452 -0.496177
1976:7:16:0 -0.224685 1.23361 -0.316936 -0.683022
1976:8:16:0 -0.204774 1.16811 -0.272259 -0.652698
1976:9:16:0 0.0990977 0.818354 -0.315807 -0.152176
1976:10:16:0 0.283651 0.776474 -0.0660994 -0.0715367
1976:11:16:0 0.408274 0.629717 0.175982 0.00542492
1976:12:16:0 0.156582 0.572314 0.169886 -0.214518
1977:1:16:0 0.239365 0.651747 0.124454 -0.148736
1977:2:16:0 0.181345 0.363869 0.101497 -0.0513378
1977:3:16:0 0.110483 0.243042 -0.0210045 -0.000535533
1977:4:16:0 -0.119196 -0.185851 -0.152601 0.05003
1977:5:16:0 -0.0377699 -0.0104856 -0.0701156 0.00253066
1977:6:16:0 0.17936 0.216864 -0.12296 0.132409
1977:7:16:0 0.442888 0.223828 -0.185557 0.423752
1977:8:16:0 0.408152 -0.284878 -0.0975777 0.59938
1977:9:16:0 0.562635 -0.20797 -0.181675 0.757458
1977:10:16:0 0.631568 -0.0500441 -0.184847 0.749014
1977:11:16:0 0.709454 0.00302995 -0.0616904 0.738784
