SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
1.25195,0.90818,-0.10024,-0.19218,-0.73851,-0.56535,0.5797,1.43747,0.56996,0.94593,0.85366,0.8024,0.69731,0.60759,0.47116,0.35456,0.10367,-0.13486,-0.44272,-0.68998,-0.35295,0.6288,0.57042,0.57748,0.61475,0.47197,0.40396,0.305,0.22739,0.505,0.1171,1.02653,1.2336,1.03681,1.05647,1.0257,0.98929,0.97234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.32951,1.56351,1.31857,0.64266,0.45846,-0.13627,-0.17584,0.81315,1.55762,0.74195,1.09697,1.00003,0.94903,0.85133,0.76463,0.63693,0.52682,0.28174,0.03809,-0.26933,-0.52879,-0.20001,0.75351,0.69549,0.70315,0.73968,0.60036,0.53511,0.44328,0.36334,0.62647,0.2419,1.10794,1.30458,1.11626,1.1339,1.10478,1.06944,1.0525,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.46371,0.49559,0.86802,0.80089,0.23813,0.10415,-0.36638,-0.34079,0.62884,1.42662,0.60682,0.97338,0.88295,0.83767,0.74061,0.65528,0.52974,0.42281,0.17936,-0.04903,-0.33334,-0.5824,-0.26664,0.67153,0.6177,0.62541,0.66252,0.5261,0.45944,0.36666,0.28842,0.5522,0.17758,1.04216,1.24254,1.05742,1.07388,1.04348,1.0076,0.99047,NA,NA,NA,NA,NA,NA,NA,NA
0.44795,0.14552,0.52688,0.76323,0.76597,0.38169,0.28498,-0.06221,-0.11276,0.70076,1.39863,0.64331,0.98206,0.89952,0.84899,0.75523,0.67061,0.56021,0.45403,0.22582,0.01881,-0.25536,-0.498,-0.20045,0.70068,0.64535,0.65249,0.69035,0.55784,0.49848,0.41268,0.33841,0.58796,0.22823,1.06965,1.26117,1.07956,1.09461,1.06449,1.02862,1.0109,NA,NA,NA,NA,NA,NA,NA
-0.84236,-0.43142,-0.55637,-0.2455,-0.03622,-0.02267,-0.31013,-0.36633,-0.59991,-0.60871,0.08074,0.8706,0.19673,0.54901,0.49005,0.44754,0.35517,0.28069,0.1768,0.07456,-0.11027,-0.25717,-0.47795,-0.6912,-0.40314,0.43852,0.39528,0.40467,0.44065,0.3242,0.26431,0.1815,0.11008,0.35417,0.01939,0.83374,1.03658,0.86341,0.88344,0.8538,0.81933,0.80267,NA,NA,NA,NA,NA,NA
-0.08558,-0.82005,-0.51733,-0.62365,-0.36605,-0.19945,-0.19051,-0.42042,-0.46903,-0.6673,-0.68038,-0.05808,0.7086,0.06645,0.40966,0.35837,0.31984,0.22932,0.15734,0.0537,-0.04549,-0.21622,-0.34385,-0.55068,-0.74265,-0.46157,0.35499,0.31484,0.32489,0.35974,0.24577,0.19769,0.11756,0.05902,0.30044,-0.03107,0.77668,0.98189,0.8138,0.83515,0.80739,0.77498,0.76015,NA,NA,NA,NA,NA
-0.25158,-0.38312,-0.91366,-0.65346,-0.73839,-0.50352,-0.34588,-0.33016,-0.52449,-0.56916,-0.75843,-0.77491,-0.19487,0.55415,-0.03204,0.29075,0.24804,0.20932,0.12312,0.05438,-0.04507,-0.1392,-0.30104,-0.42112,-0.6212,-0.79974,-0.5196,0.26778,0.22861,0.23872,0.27093,0.15918,0.11381,0.03341,-0.02558,0.20911,-0.11627,0.70139,0.91382,0.73778,0.75903,0.73309,0.69899,0.68453,NA,NA,NA,NA
1.11771,0.56084,0.23848,-0.38561,-0.23455,-0.32788,-0.1026,0.04865,0.05751,-0.13066,-0.17421,-0.37534,-0.44173,0.12466,0.80821,0.22542,0.53374,0.48035,0.43739,0.35011,0.28424,0.19193,0.09957,-0.06842,-0.19323,-0.41833,-0.61476,-0.33033,0.44616,0.40489,0.41409,0.4468,0.33606,0.29122,0.21533,0.15432,0.37976,0.05201,0.84763,1.04852,0.87757,0.89465,0.86779,0.83437,0.8191,NA,NA,NA
-0.99417,0.50459,0.12449,-0.08358,-0.63034,-0.44766,-0.53452,-0.31122,-0.15834,-0.14211,-0.32801,-0.36951,-0.55368,-0.60889,-0.04116,0.66153,0.06857,0.39613,0.34335,0.30089,0.21086,0.1457,0.04989,-0.0451,-0.21539,-0.33546,-0.54595,-0.73773,-0.44928,0.34629,0.30467,0.31394,0.34732,0.23384,0.1865,0.10773,0.04732,0.28025,-0.04664,0.76976,0.97722,0.80445,0.82418,0.79763,0.76376,0.74874,NA,NA
-1.62321,-1.74289,0.00757,-0.28168,-0.40379,-0.85224,-0.63392,-0.71014,-0.49639,-0.35165,-0.33325,-0.51312,-0.55089,-0.72153,-0.75299,-0.19339,0.51205,-0.06771,0.26165,0.21363,0.17253,0.08425,0.02373,-0.07139,-0.16531,-0.33118,-0.44662,-0.64919,-0.83516,-0.54155,0.24836,0.20856,0.21701,0.24971,0.13693,0.08775,0.00793,-0.05178,0.17808,-0.14092,0.67845,0.89215,0.71926,0.74006,0.71356,0.67854,0.66271,NA
