SPEI01,SPEI02,SPEI03,SPEI04,SPEI05,SPEI06,SPEI07,SPEI08,SPEI09,SPEI10,SPEI11,SPEI12,SPEI13,SPEI14,SPEI15,SPEI16,SPEI17,SPEI18,SPEI19,SPEI20,SPEI21,SPEI22,SPEI23,SPEI24,SPEI25,SPEI26,SPEI27,SPEI28,SPEI29,SPEI30,SPEI31,SPEI32,SPEI33,SPEI34,SPEI35,SPEI36,SPEI37,SPEI38,SPEI39,SPEI40,SPEI41,SPEI42,SPEI43,SPEI44,SPEI45,SPEI46,SPEI47,SPEI48
-0.41146,0.79162,1.62801,1.45624,1.76624,1.71159,1.37878,1.04265,1.71498,2.01755,1.0365,1.50541,1.21873,1.09989,0.975,0.94335,1.09854,1.00926,0.7623,0.39732,-0.00706,-0.37683,0.07084,0.33966,0.29895,0.36235,0.54947,0.34351,0.28142,0.12971,0.18756,0.87311,0.55248,0.90362,1.3884,1.18741,1.13517,1.0399,0.98613,1.09968,NA,NA,NA,NA,NA,NA,NA,NA
-0.25914,-0.51002,0.20417,1.01313,0.9873,1.26868,1.32636,1.02328,0.81324,1.43255,1.70024,0.89119,1.33118,1.07948,0.96066,0.8352,0.8097,0.96748,0.88744,0.64369,0.27434,-0.11417,-0.45277,-0.02201,0.24474,0.2031,0.26476,0.45227,0.25208,0.19973,0.05219,0.11284,0.78745,0.47478,0.82187,1.31195,1.11099,1.05689,0.962,0.90886,1.02661,NA,NA,NA,NA,NA,NA,NA
-0.75026,-0.81663,-0.89713,-0.41652,0.17899,0.20547,0.46668,0.57398,0.3402,0.23529,0.89599,1.11586,0.49866,0.94725,0.72101,0.60624,0.48726,0.47189,0.62375,0.54107,0.31186,0.01086,-0.32757,-0.61786,-0.21447,0.0417,0.00567,0.05681,0.23262,0.05271,0.00012,-0.13367,-0.07376,0.56258,0.2713,0.60375,1.0879,0.8937,0.84127,0.74647,0.6983,0.8127,NA,NA,NA,NA,NA,NA
0.33756,-0.42855,-0.52407,-0.62422,-0.24918,0.23236,0.24831,0.48025,0.57413,0.37692,0.25165,0.86831,1.06959,0.47838,0.91512,0.69487,0.58539,0.47075,0.45746,0.5966,0.51622,0.3028,0.0241,-0.28482,-0.55783,-0.17118,0.0674,0.03166,0.07576,0.24001,0.06793,0.02238,-0.10188,-0.04539,0.55633,0.28025,0.60397,1.07836,0.89069,0.84024,0.74794,0.70149,0.81525,NA,NA,NA,NA,NA
-0.74678,-0.40952,-0.79348,-0.83331,-0.89553,-0.57051,-0.14115,-0.11239,0.10392,0.20025,0.00578,-0.08786,0.567,0.8047,0.24063,0.69671,0.48054,0.36963,0.25117,0.24019,0.37517,0.29438,0.0786,-0.18829,-0.4769,-0.72403,-0.35071,-0.11208,-0.14139,-0.09983,0.06292,-0.10544,-0.14655,-0.26968,-0.21356,0.39165,0.11943,0.45589,0.9601,0.7614,0.70843,0.61261,0.56591,0.68791,NA,NA,NA,NA
0.04499,-0.63002,-0.40225,-0.71675,-0.76972,-0.82038,-0.54332,-0.16934,-0.14582,0.05526,0.14267,-0.02107,-0.09534,0.50839,0.72442,0.20115,0.64058,0.4313,0.32075,0.20675,0.20119,0.33194,0.25703,0.04806,-0.20946,-0.4912,-0.73144,-0.37101,-0.13637,-0.16632,-0.12836,0.03125,-0.13561,-0.17727,-0.29839,-0.24161,0.35282,0.08261,0.41414,0.92781,0.72312,0.66802,0.57032,0.5228,0.64803,NA,NA,NA
-1.13709,-0.58119,-1.02883,-0.74058,-0.94388,-0.9692,-1.01681,-0.75332,-0.38999,-0.35951,-0.16624,-0.07501,-0.22802,-0.28038,0.32679,0.54106,0.02932,0.47639,0.26687,0.1528,0.04002,0.04029,0.16782,0.09223,-0.10949,-0.35701,-0.62124,-0.84629,-0.49559,-0.25787,-0.28958,-0.25391,-0.09487,-0.25705,-0.29796,-0.41962,-0.36157,0.22746,-0.03442,0.29837,0.81629,0.61164,0.55628,0.45827,0.41165,0.53649,NA,NA
-1.042,-1.458,-0.92769,-1.24152,-0.95422,-1.09392,-1.09661,-1.13553,-0.8871,-0.54065,-0.50934,-0.32382,-0.23517,-0.38496,-0.41673,0.18732,0.41131,-0.08974,0.35954,0.15543,0.04581,-0.06454,-0.06089,0.06356,-0.00985,-0.20337,-0.43714,-0.69836,-0.91197,-0.56455,-0.32687,-0.35761,-0.32341,-0.16698,-0.32443,-0.36451,-0.48618,-0.42676,0.15144,-0.10275,0.22578,0.7329,0.53248,0.47809,0.38163,0.3371,0.46005,NA
0.30806,-0.48982,-1.09477,-0.78073,-1.12788,-0.87813,-1.04753,-1.05025,-1.08495,-0.84566,-0.50858,-0.4807,-0.29799,-0.21003,-0.35888,-0.39621,0.21043,0.4325,-0.07349,0.37333,0.17265,0.06167,-0.04792,-0.04079,0.08259,0.0093,-0.18323,-0.41652,-0.67524,-0.88771,-0.54206,-0.30816,-0.33747,-0.30392,-0.14887,-0.30531,-0.34538,-0.46729,-0.40867,0.16931,-0.0847,0.2441,0.74612,0.54695,0.49278,0.39752,0.35277,0.47436
-0.94597,-0.60427,-0.96,-1.34481,-1.04122,-1.2793,-1.03999,-1.16904,-1.15449,-1.18717,-0.96024,-0.63365,-0.60745,-0.43146,-0.3469,-0.48982,-0.51495,0.07692,0.30843,-0.17312,0.26761,0.06843,-0.03786,-0.14327,-0.13558,-0.01213,-0.08468,-0.27314,-0.50093,-0.75311,-0.95871,-0.62082,-0.38435,-0.41277,-0.37884,-0.22483,-0.37872,-0.41818,-0.53723,-0.47704,0.09452,-0.15519,0.17244,0.6783,0.48734,0.43528,0.34048,0.29725
